id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returnedreason,deceasedreason,diedoffshelter,puttosleep,isdoa
898,2017-06-24,Stray,0,C1706574,0A73420438,Pearl,Domestic Short Hair,Grey,Cat,0.0,Female,Feline Nursery,2017-06-30,Foster,0.0,Stray,Died in care,0,0,0
899,2017-06-24,Stray,0,D1706575,0A93381382,Sunny,Great Pyrenees,White,Dog,5.3,Female,Stray Dogs Beta,2017-07-05,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
900,2017-06-24,Litter relinquishment,0,C1706570,981020021056727,Rainbow,Domestic Short Hair,Torbie,Cat,1.6,Female,Lobby,2017-07-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
901,2017-06-24,Litter relinquishment,0,C1706571,981020021051962,Sunshine,Domestic Short Hair,Black and Brown,Cat,1.6,Female,Lobby,2017-07-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
902,2017-06-24,Litter relinquishment,0,C1706575,981020021062773,Vador,Domestic Short Hair,Black,Cat,2.2,Male,Cat room C,2017-07-01,Adoption,0.0,Incompatible with other pets,TM - Treatable Manageable,0,1,0
903,2017-06-24,Litter relinquishment,0,C1706576,981020021070772,Snow,Domestic Short Hair,Orange,Cat,2.2,Male,Lobby,2017-07-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
904,2017-06-24,Litter relinquishment,0,C1706577,981020021048964,Thunder,Domestic Short Hair,Orange,Cat,1.6,Male,Lobby,2017-07-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
905,2017-06-24,TNR - Trap/Neuter/Release,0,C1706578,981020021077292,Moon,Domestic Short Hair,Black and Brown,Cat,5.4,Male,Special Care Cats,2017-07-11,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
906,2017-06-24,Incompatible with owner lifestyle,0,C1706579,981020019009289,Sully,Domestic Short Hair,Grey,Cat,13.9,Male,Stray Cats,2017-06-25,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
907,2017-06-24,Incompatible with owner lifestyle,0,C1706580,981020021067167,Brownie,Domestic Short Hair,Black,Cat,2.4,Male,Adoptable Cat Big Colony,2017-07-07,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
908,2017-06-24,Incompatible with owner lifestyle,0,C1706581,981020021049363,Toes,Domestic Short Hair,Black,Cat,2.4,Male,Adoptable Cat Big Colony,2017-08-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
909,2017-06-24,Police Assist,0,D1706583,981020013580234,Rosie,Akita/Husky,Tan and White,Dog,1.7,Female,Stray Dogs Beta,2017-07-16,Adoption,0.0,Incompatible with owner lifestyle,Temperament/Behavior,0,1,0
910,2017-06-25,Landlord issues,0,D1706584,981020021059302,Carlita,Shep Mix/Hound,Black and Tan,Dog,1.7,Female,Adoptable Dogs,2017-07-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
911,2017-06-25,Biting,0,D1706014,981020021052730,Carol,Pitbull,Red,Dog,4.4,Female,Stray Dogs Theta,2017-07-05,Reclaimed,0.0,Biting,Court Order/ Legal,0,0,0
912,2017-06-25,Police Assist,0,D1706089,0A02518439,Glory,Mountain Cur,Tan,Dog,4.3,Female,Shelter,2017-06-26,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
913,2017-06-26,Stray,0,D1706579,0A24013265,Monty,Shar Pei/Mix,Chocolate,Dog,2.0,Male,Stray Dogs Theta,2017-08-08,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
914,2017-06-26,Stray,0,D1706091,981020021417539,Elaine,Shep Mix,Brown and White,Dog,2.4,Female,Adoptable Dogs,2017-07-13,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
915,2017-06-25,Police Assist,0,D1706092,0A28569809,Shadow,Labrador Retriever/Beagle,Tan and White,Dog,6.4,Male,Shelter,2017-06-26,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
916,2017-06-26,Landlord issues,0,C1706585,981020021053373,Harper,Domestic Short Hair,Tortie,Cat,2.1,Female,Adoptable Cat Big Colony,2017-07-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
917,2017-06-26,Incompatible with owner lifestyle,0,F1706586,0A41458535,Rico,Ferret,Black and Brown,Ferret,2.9,Male,Check-in,2017-06-29,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
918,2017-06-26,Stray,0,C1706582,981020021061631,Kinsley (Dutchess),Domestic Short Hair,Black and Brown,Cat,1.8,Female,Adoptable Cat Small Colony,2017-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
919,2017-06-26,Stray,0,C1706583,0A39409279,ear tipped black cat,Domestic Short Hair,Black,Cat,2.4,Unknown,Stray Cats,2017-06-27,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
920,2017-06-26,Stray,0,D1706585,0A65190658,Adam,Pug/Beagle,Brown,Dog,13.4,Male,Stray Dogs Beta,2017-07-10,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
921,2017-06-27,Stray,0,D1706586,981020013682590,Sparky,Lhasa Apso/Shih Tzu,Black and White,Dog,13.4,Female,Stray Dogs Theta,2017-06-27,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
922,2017-06-27,Incompatible with owner lifestyle,0,C1706001,981020021001483,Princess Priscilla,Domestic Short Hair,Tortie and White,Cat,1.6,Female,Adoptable Cat Kennels,2017-06-29,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
923,2017-06-27,Incompatible with owner lifestyle,0,C1706002,981020021045236,Princess Margot,Domestic Short Hair,Black and White,Cat,1.6,Female,Adoptable Cat Kennels,2017-07-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
924,2017-06-27,Incompatible with owner lifestyle,0,C1706003,981020021005434,Princess Gina,Domestic Short Hair,"Brown, Black and White",Cat,1.6,Female,Office,2017-07-07,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
925,2017-06-27,Incompatible with owner lifestyle,0,C1706587,981020021053434,Prince Kev,Domestic Short Hair,Orange,Cat,1.6,Male,Adoptable Cat Kennels,2017-06-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
926,2017-06-27,Incompatible with owner lifestyle,0,G1706588,0A84742730,Wind-dee,Gerbil,White,Gerbil,2.4,Female,Lobby,2017-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
927,2017-06-27,Incompatible with owner lifestyle,0,G1706589,0A13880580,Tao,Gerbil,White,Gerbil,2.4,Male,Lobby,2017-07-18,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
928,2017-06-27,Incompatible with owner lifestyle,0,G1706590,0A31543921,Humor,Gerbil,White,Gerbil,2.4,Male,Lobby,2017-07-18,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
929,2017-06-27,Incompatible with owner lifestyle,0,G1706591,0A43460639,Shania,Gerbil,White,Gerbil,2.4,Female,Lobby,2017-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
930,2017-06-27,Incompatible with owner lifestyle,0,G1706592,0A80176920,Birdy,Gerbil,White,Gerbil,2.4,Female,Lobby,2017-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
931,2017-06-27,Incompatible with owner lifestyle,0,G1706593,0A86907517,Babes,Gerbil,White,Gerbil,2.4,Female,Lobby,2017-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
932,2017-06-27,Incompatible with owner lifestyle,0,G1706594,0A82152960,Mayla,Gerbil,White,Gerbil,2.4,Female,Lobby,2017-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
933,2017-06-27,Incompatible with owner lifestyle,0,G1706595,0A22920610,Binkly,Gerbil,White,Gerbil,2.4,Female,Lobby,2017-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
934,2017-06-27,Incompatible with owner lifestyle,0,G1706596,0A92158925,Pearl,Gerbil,White,Gerbil,2.4,Female,Lobby,2017-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
935,2017-06-27,Incompatible with owner lifestyle,0,H1706604,0A75700718,Nugget,Fancy,Brown and White,Hamster,2.1,Male,Lobby,2017-07-13,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
936,2017-06-27,Stray,0,D1706590,981020021075021,Bexley,Boxer/Bully Breed Mix,White,Dog,2.4,Male,Stray Dogs Theta,2017-07-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
937,2017-06-27,Stray,0,C1706591,981020021077070,Vega,Domestic Short Hair,Black,Cat,3.4,Male,Adoptable Cat Glass Colony,2017-07-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
938,2017-06-27,Marriage/Relationship split,0,R1706605,0A62302605,Piper,Dutch,Red,House Rabbit,1.7,Female,Lobby,2017-07-13,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
939,2017-06-27,Marriage/Relationship split,0,R1706606,0A26737717,Cole,Lionhead,Black and White,House Rabbit,1.8,Female,Lobby,2017-07-24,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
940,2017-06-27,Litter relinquishment,0,C1706607,981020021050883,Celeborn,Domestic Medium Hair,Black and Brown,Cat,1.5,Male,Office,2017-07-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
941,2017-06-27,Litter relinquishment,0,C1706608,981020021061206,Elrond,Domestic Short Hair,Black and Brown,Cat,1.5,Male,Office,2017-07-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
942,2017-06-27,Litter relinquishment,0,C1706609,981020021427142,Elladan,Siamese/DSH,Lilac Point,Cat,1.5,Male,Adoptable Cat Kennels,2017-07-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
943,2017-06-28,Incompatible with owner lifestyle,0,R1706610,0A65830223,Nugget,Dumbo,Black and White,Rat,2.3,Female,Lobby,2017-07-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
944,2017-06-28,Stray,0,D1706592,0A11583D76,Emmy,French Bulldog,Fawn,Dog,9.2,Female,Stray Dogs Beta,2017-06-30,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
945,2017-06-28,Incompatible with owner lifestyle,0,R1706611,0A01357328,Cocoa,Standard,Tan and White,Rat,2.3,Female,Lobby,2017-06-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
946,2017-06-28,Incompatible with owner lifestyle,0,R1706612,0A10322313,Rascal,Standard,White and Tan,Rat,2.6,Female,Lobby,2017-06-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
947,2017-06-28,Incompatible with owner lifestyle,0,R1706613,0A03962759,Abby,Standard,Black and White,Rat,2.6,Female,Lobby,2017-07-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
948,2017-06-28,Incompatible with owner lifestyle,0,R1706614,0A24254789,Spot,Dumbo,Black and White,Rat,3.1,Female,Lobby,2017-07-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
949,2017-06-28,Incompatible with owner lifestyle,0,C1706615,981020021051380,Blue,Domestic Short Hair,Black and Brown,Cat,2.0,Male,Cat room C,2017-07-21,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
950,2017-06-28,Stray,0,C1706595,0A28116083,Hermilia,Domestic Short Hair,Tortie,Cat,34.3,Female,Stray Cats,2017-07-06,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
951,2017-06-28,Stray,0,C1706596,0A75162063,Kit,Domestic Short Hair,Black,Cat,1.7,Unknown,Stray Cats,2017-07-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
952,2017-06-28,Stray,0,C1706604,0A22023616,Witts,Domestic Short Hair,Orange,Cat,1.7,Unknown,Stray Cats,2017-07-06,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
953,2017-06-28,Unsuitable Accommodation,0,C1706616,981020021058546,Clyde,Domestic Short Hair,Black and White,Cat,2.3,Male,Adoptable Cat Kennels,2017-08-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
954,2017-06-28,Unsuitable Accommodation,0,C1706617,981020021070517,Bonnie,Domestic Short Hair,White and Brown,Cat,2.3,Female,Adoptable Cat Middle Colony,2017-07-07,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
955,2017-06-28,Stray,0,C1706605,981020021048106,Wendy,Domestic Medium Hair,Calico,Cat,1.5,Female,Special Care Cats,2017-07-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
956,2017-06-28,Stray,0,D1706606,981020021077426,Sugar,American Eskimo,White,Dog,2.5,Female,Adoptable Dogs,2017-07-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
957,2017-06-28,Stray,0,D1706607,981020021062826,Lucy Waycross,Walker Hound,Tricolour,Dog,5.3,Female,Special Care Dogs,2017-07-11,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
958,2017-06-28,Stray,0,C1706610,0A13714532,Sun Nala,Domestic Long Hair,Orange,Cat,5.8,Female,Check-in,2017-06-29,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
959,2017-06-29,Incompatible with owner lifestyle,0,D1706618,981020021068645,Bo,Labrador Retriever/Mix,Black and White,Dog,2.3,Male,Adoptable Dogs,2017-07-19,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
960,2017-06-29,Incompatible with owner lifestyle,0,D1706619,981020021050583,Bandit,Cattle Dog,White and Black,Dog,1.8,Male,Adoptable Dogs,2017-07-19,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
961,2017-06-29,Stray,0,C1706611,981020021508171,Excalibur,Domestic Short Hair,Black,Cat,1.5,Male,Adoptable Cat Small Colony,2017-07-13,Foster,0.0,Stray,Court Order/ Legal,0,0,0
962,2017-06-29,Stray,0,C1706612,0A94007705,Chi Chi,Domestic Short Hair,White,Cat,0.0,Male,Feline Nursery,2017-07-05,Foster,0.0,Stray,Died in care,0,0,0
963,2017-06-29,Biting,0,D1706620,981020021008972,Brownie,Pomeranian,Black and Tan,Dog,5.4,Female,Adoptable Dogs,2017-07-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
964,2017-06-29,Incompatible with owner lifestyle,0,D1706626,0A13053200,Mickey,Boxer/Mix,Brindle,Dog,6.8,Male,Adoptable Dogs,2017-08-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
965,2017-06-29,Stray,0,D1706613,981020021049857,Rico,Pitbull,Blue,Dog,2.3,Male,Special Care Dogs,2017-07-19,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
966,2017-06-29,Sick/Injured,0,C1706614,0A11783542,Fiona,Domestic Short Hair,White,Cat,28.0,Unknown,Check-in,2017-06-30,Reclaimed,0.0,Owner requested Euthanasia,Owner Requested,0,1,0
967,2017-06-30,Owner Deceased,0,D1706094,0A01627602,Danny,Boston Terrier/Pit Bull Terrier,Tricolour,Dog,7.8,Male,Shelter,2017-06-30,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
968,2017-06-30,Owner Deceased,0,D1706095,0A32352597,Harley,"Schnauzer, Miniature",White,Dog,8.8,Unknown,Shelter,2017-06-30,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
969,2017-06-30,Owner Deceased,0,D1706627,0A10137700,Duke,Jack Russell Terrier,White and Brown,Dog,1.7,Male,Shelter,2017-06-30,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
970,2017-06-30,Stray,0,C1706618,981020021044380,Jade,Manx,Brown and Black,Cat,3.4,Female,Special Care Cats,2017-07-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
971,2017-06-30,Stray,0,C1706619,981020021018361,Emerald,Manx,Dilute tortoiseshell,Cat,1.5,Female,Adoptable Cat Glass Colony,2017-07-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
972,2017-06-30,Stray,0,C1706620,981020021075943,Tourmaline,Domestic Short Hair,Buff,Cat,1.5,Female,Adoptable Cat Glass Colony,2017-07-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
973,2017-06-30,Police Assist,0,C1706096,0A43284505,Mark Twain,Domestic Short Hair,Orange,Cat,1.6,Unknown,Check-in,2017-06-30,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
974,2017-06-30,Police Assist,0,C1706097,0A88145993,Pebbles,Domestic Short Hair,Tortie,Cat,1.6,Female,Stray Cats,2017-06-30,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
975,2017-06-30,Stray,0,D1706621,985121011430976,Levi,Australian Cattle Dog,Black merle,Dog,11.4,Male,Stray Dogs Beta,2017-06-30,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
976,2017-06-30,Stray,0,D1706622,0A16096919,Zeke,Australian Cattle Dog,Blue merle,Dog,6.3,Male,Stray Dogs Beta,2017-06-30,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
977,2017-06-30,Stray,0,C1706626,981020021483215,Tiny Kitten,Domestic Short Hair,Grey,Cat,1.5,Female,Adoptable Cat Kennels,2017-07-01,Foster,0.0,Stray,Court Order/ Legal,0,0,0
978,2017-06-30,Stray,0,D1706628,985112000554551,Wookie,Pekingese/Terrier,Tan,Dog,2.3,Male,Adoptable Dogs,2017-07-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
979,2017-06-30,Stray,0,C1706629,981020021507159,Hubcap,Domestic Long Hair,Black and grey,Cat,1.5,Male,Lobby,2017-07-29,Foster,0.0,Stray,Court Order/ Legal,0,0,0
980,2017-06-30,Stray,0,C1706630,0A72648367,Torrie,Domestic Short Hair,Tortie,Cat,31.3,Female,Stray Cats,2017-07-10,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
981,2017-06-30,Stray,0,C1706631,981020021042999,Hannah,Domestic Long Hair,Grey,Cat,1.5,Female,Feline Nursery,2017-07-05,Foster,0.0,Stray,Court Order/ Legal,0,0,0
982,2017-06-30,Stray,0,C1706632,981020021070435,Dale,DMH/DLH,Black and Brown,Cat,2.0,Male,Adoptable Cat Kennels,2017-08-04,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
983,2017-06-30,Abandoned,0,D1706098,981020021044967,IVY,Pitbull,Tan,Dog,2.3,Female,Adoptable Dogs,2017-08-01,Foster,0.0,Stray,Court Order/ Legal,0,0,0
984,2017-06-30,Abandoned,0,D1706099,981020021039764,Diamond,Hound/Beagle,Black and Brown,Dog,2.3,Female,Adoptable Dogs,2017-07-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
985,2017-06-30,Stray,0,D1706634,981020021471979,Florence,Border Collie,Black and White,Dog,6.4,Female,Stray Dogs Theta,2017-07-13,Foster,0.0,Stray,Court Order/ Legal,0,0,0
986,2017-06-30,Incompatible with owner lifestyle,0,C1706628,981020021026499,Indiana Jones,Domestic Short Hair,"Brown, Black and White",Cat,1.6,Male,Office,2017-07-07,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
987,2017-06-30,Stray,0,D1706635,0A73532771,Popsicle,Terrier,Brindle,Dog,2.3,Male,Stray Dogs Theta,2017-09-10,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
988,2017-07-01,Stray,0,C1707637,981020021054904,Obie,Domestic Short Hair,Orange,Cat,1.5,Male,Adoptable Cat Glass Colony,2017-07-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
989,2017-07-01,Marriage/Relationship split,0,D1707629,981020021076372,Ellie,Hound/Terrier,Black and White,Dog,2.8,Female,Adoptable Dogs,2017-07-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
990,2017-07-01,Stray,0,C1707638,981020021048538,Billy Bob,Domestic Short Hair,Orange and White,Cat,1.5,Male,Lobby,2017-07-13,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
991,2017-07-01,Stray,0,C1707639,981020021064943,Onion,Domestic Short Hair,Black,Cat,2.1,Female,Lobby,2017-07-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
992,2017-07-01,Litter relinquishment,0,C1707632,981020021052500,Goldfish,Domestic Long Hair,Black,Cat,1.6,Male,Lobby,2017-07-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
993,2017-07-01,Litter relinquishment,0,C1707633,981020021041501,Carp,Domestic Short Hair,Black,Cat,1.5,Male,Adoptable Cat Middle Colony,2017-08-04,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
994,2017-07-01,Litter relinquishment,0,C1707634,981020021045092,Catfish,Domestic Short Hair,Black,Cat,1.7,Male,Lobby,2017-07-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
995,2017-07-01,Litter relinquishment,0,C1707635,981020021062145,Betta,Domestic Long Hair,Black,Cat,1.5,Female,Lobby,2017-07-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
996,2017-07-01,Litter relinquishment,0,C1707636,981020021031437,Angelfish,Domestic Short Hair,Black,Cat,1.6,Female,Adoptable Cat Middle Colony,2017-08-04,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
997,2017-07-01,Litter relinquishment,0,C1707640,981020021417361,Shark,Domestic Short Hair,Black,Cat,1.6,Male,Adoptable Cat Kennels,2017-07-07,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
998,2017-07-01,Litter relinquishment,0,C1707641,981020021065540,Sunfish,Domestic Long Hair,Black,Cat,1.6,Female,Lobby,2017-07-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
999,2017-07-01,Litter relinquishment,0,C1707642,981020021052846,Guppy,Domestic Short Hair,Black,Cat,1.5,Male,Adoptable Cat Middle Colony,2017-08-15,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
1000,2017-07-01,Incompatible with owner lifestyle,0,D1707643,981020021031922,Abby,West Highland White Terrier Westie,White,Dog,3.5,Female,Adoptable Dogs,2017-07-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
1001,2017-07-02,Stray,0,D1707640,985112008454637,Daisy,Boxer,Brindle,Dog,4.8,Female,Stray Dogs Beta,2017-07-05,Reclaimed,0.0,Unable to Afford,Court Order/ Legal,0,0,0
1002,2017-07-03,Stray,0,D1707645,981020013652804,Beans,Shih Tzu/Maltese,White,Dog,7.3,Male,Stray Dogs Alpha,2017-07-03,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
1003,2017-07-03,Stray,0,D1707646,463825E56,Daisy,Springer Spaniel,Black and White,Dog,14.4,Female,Stray Dogs Theta,2017-07-05,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
1004,2017-07-03,Sick/Injured,0,D1707100,982000407390572,Meila aka Doobie,Pitbull/Labrador Retriever,Black and Brindle,Dog,3.1,Female,Special Care Dogs,2017-07-09,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
1005,2017-07-04,Sick/Injured,0,C1707647,0A63831027,Blacky,Domestic Medium Hair,Black,Cat,2.3,Male,Stray Cats,2017-07-07,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
1006,2017-07-05,Stray,0,D1707648,981020021052211,Tootie,Pitbull,Grey and White,Dog,5.8,Female,Adoptable Dogs,2017-08-11,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
1007,2017-07-05,Stray,0,D1707649,981020021052632,Sandra,Hound/Boston Terrier,Black and White,Dog,2.2,Female,Adoptable Dogs,2017-07-19,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
1008,2017-07-05,Stray,0,D1707650,981020013485254,Scrappy-Doo,Miniature Pinscher/Jack Russell Terrier,Brown,Dog,4.8,Male,Stray Dogs Alpha,2017-07-07,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
1009,2017-07-05,Stray,0,C1707651,0A11760877,Maybell,Domestic Short Hair,Calico,Cat,5.3,Female,Feline Nursery,2017-07-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1010,2017-07-05,Stray,0,C1707652,981020021010662,Independence,Domestic Short Hair,Dilute calico,Cat,5.3,Female,Adoptable Cat Big Colony,2017-07-07,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1011,2017-07-05,Stray,0,C1707653,981020021848819,Maple,Domestic Short Hair,Calico,Cat,1.3,Female,Adoptable Cat Middle Colony,2017-07-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1012,2017-07-05,Stray,0,C1707654,981020021483551,Pumpkin,Domestic Short Hair,Buff and white,Cat,1.3,Female,Adoptable Cat Middle Colony,2017-07-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1013,2017-07-05,Stray,0,C1707655,0A65746907,Maize,Domestic Short Hair,Tortie,Cat,0.0,Female,Feline Nursery,2017-07-10,Foster,0.0,Stray,Died in care,0,0,0
1014,2017-07-05,Stray,0,C1707656,0A78973537,Clove,Domestic Short Hair,Black,Cat,0.0,Male,Feline Nursery,2017-07-10,Foster,0.0,Stray,Died in care,0,0,0
1015,2017-07-05,Stray,0,C1707657,981020021470884,Gwenivere,Domestic Long Hair,Tortie,Cat,1.5,Female,Adoptable Cat Small Colony,2017-07-13,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1016,2017-07-05,Stray,0,D1707658,981020009258266,Tippy,Terrier,Black and White,Dog,19.3,Male,Check-in,2017-07-05,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
1017,2017-07-05,Stray,0,D1707659,0A50608067,Buddy,"Schnauzer, Miniature",Cream,Dog,12.3,Male,Stray Dogs Beta,2017-07-06,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
1018,2017-07-05,Stray,0,D1707660,0A44279278,Dottie,Jack Russell Terrier/Rat Terrier,White and Brown,Dog,14.3,Female,Stray Dogs Theta,2017-07-05,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
1019,2017-07-05,Stray,0,C1707661,981020021436811,Hamilton,Domestic Short Hair,Orange,Cat,1.3,Male,Adoptable Cat Middle Colony,2017-07-07,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1020,2017-07-05,Stray,0,C1707662,981020021501761,Bowie,Domestic Short Hair,Orange,Cat,1.3,Male,Lobby,2017-07-07,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1021,2017-07-05,Stray,0,C1707663,981020021825841,Jefferson,Domestic Short Hair,Orange,Cat,1.3,Male,Adoptable Cat Glass Colony,2017-07-07,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1022,2017-07-05,Stray,0,C1707664,981020021844920,Burr,Domestic Short Hair,Black and White,Cat,1.3,Male,Adoptable Cat Middle Colony,2017-07-07,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1023,2017-07-05,Incompatible with owner lifestyle,0,D1707647,981020021078131,Johnny Cash,Boxer,Red,Dog,4.3,Male,Stray Dogs Beta,2017-07-20,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
1024,2017-07-05,Stray,0,C1707665,981020021489896,Angelica,Domestic Short Hair,Black and White,Cat,2.0,Female,Check-in,2017-07-07,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1025,2017-07-05,Stray,0,C1707666,981020021854996,Eliza,Domestic Short Hair,Tabbico,Cat,1.3,Female,Lobby,2017-07-07,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1026,2017-07-05,Stray,0,C1707667,981020021840993,Peggy,Domestic Short Hair,Tabbico,Cat,1.3,Female,Adoptable Cat Middle Colony,2017-07-07,Foster,0.0,Stray,Court Order/ Legal,0,0,0
1027,2017-07-05,Stray,0,C1707668,981020021429051,Dominos,Domestic Short Hair,Tortie,Cat,1.5,Female,Adoptable Cat Glass Colony,2017-07-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
