id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returnedreason,deceasedreason,diedoffshelter,puttosleep,isdoa
4535,2018-09-13,Transfer from Other Shelter,0,D1809648,981020029358539,Shaggy,Chihuahua/Labrador Retriever,Black and White,Dog,0.0,Male,Adoptable Dogs,2018-09-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4536,2018-09-13,Transfer from Other Shelter,0,D18091255,981020029375959,Velma,Chihuahua/Labrador Retriever,Black and White,Dog,0.0,Female,Adoptable Dogs,2018-09-25,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4537,2018-09-14,Police Assist,0,D1809649,0A39473011,Bubba,Mix,Black and White,Dog,2.2,Male,Canine intake room,2018-09-14,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4538,2018-09-14,Police Assist,0,D1809650,0A34508845,Oakley,Bully Breed Mix,White and Tan,Dog,1.8,Female,Canine intake room,2018-09-14,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4539,2018-09-14,Stray,0,D1809651,0A93001678,Lady,German Shepherd Dog/Mix,Black and White,Dog,1.7,Female,Canine intake room,2018-09-14,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4540,2018-09-14,Stray,0,D1809652,0A15601893,Ernie,Black Labrador Retriever,Black,Dog,1.7,Male,Canine intake room,2018-09-14,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4541,2018-09-14,Stray,0,D18091256,991001001697528,Sam,Bernese Mountain Dog,Black and Brown,Dog,1.0,Male,Dog room B,2018-09-22,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4542,2018-09-14,Unable to Afford,0,D18091257,981020029015082,Katie,Chihuahua,Tan,Dog,12.7,Female,Dog room B,2018-09-27,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4543,2018-09-14,Incompatible with owner lifestyle,0,D18091259,981020027074316,Butters,Yorkshire Terrier/Mix,Siver and Tan,Dog,5.1,Male,Adoptable Dogs,2018-09-14,Reclaimed,0.0,Incompatible with owner lifestyle,Court Order/ Legal,0,0,0
4544,2018-09-14,Stray,0,C18091260,981020025211849,Casey,Domestic Short Hair,Black Tortie,Cat,1.0,Female,Adoptable Cat Middle Colony,2018-09-21,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4545,2018-09-14,Stray,0,C18091261,981020029325161,Tatia,Domestic Short Hair,Torbie,Cat,1.0,Female,Cat room A,2018-09-14,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4546,2018-09-14,Litter relinquishment,0,C18091259,981020029313010,Ollie,Domestic Short Hair,Black and Brown,Cat,0.8,Male,Adoptable Cat Small Colony,2018-12-11,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4547,2018-09-14,Litter relinquishment,0,C18091262,0A48244610,Buttercup,Domestic Short Hair,Black and Brown,Cat,0.0,Male,Cat room A,2018-10-12,Foster,0.0,Stray,"UU - untreatable, unmanageable",0,1,0
4548,2018-09-14,Litter relinquishment,0,C18091263,981020029334085,Button,Domestic Short Hair,Black,Cat,0.5,Male,Adoptable Cat Kennels,2018-12-26,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4549,2018-09-14,Incompatible with owner lifestyle,0,D18091264,981020029333228,Cheech,Miniature Pinscher,Black and Tan,Dog,2.2,Male,Adoptable Dogs,2018-09-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4550,2018-09-14,Incompatible with owner lifestyle,0,H18091265,0A02037582,Ferdinanda,American,Orange and White,House Rabbit,2.7,Female,Small Animal room,2018-10-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4551,2018-09-14,Stray,0,D18091262,981020029357090,Fridge,Labrador Retriever/Boxer,Black,Dog,0.0,Male,Adoptable Dogs,2018-09-20,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4552,2018-09-14,Stray,0,D18091263,981020029001637,Magnet,Labrador Retriever/Boxer,Black,Dog,0.0,Male,Adoptable Dogs,2018-09-21,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4553,2018-09-14,Stray,0,C18091264,981020029315762,Marbles,Domestic Short Hair,Black,Cat,0.7,Male,Adoptable Cat Glass Colony,2019-01-04,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4554,2018-09-14,Stray,0,D1809653,0A47039286,Axel,Labrador Retriever/Basenji,Red and White,Dog,1.2,Male,Dog room A,2018-09-20,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4555,2018-09-14,Incompatible with other pets,0,C18091266,981020029336813,Sebastian,Domestic Short Hair,Black and Brown,Cat,0.0,Male,Adoptable window colony,2018-09-20,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4556,2018-09-14,Incompatible with owner lifestyle,0,C18091267,981020015448242,Hazel,Domestic Short Hair,Calico,Cat,3.8,Female,Adoptable Cat Small Colony,2018-10-03,Adoption,0.0,Moving,Court Order/ Legal,0,0,0
4557,2018-09-15,Stray,0,D18091467,0A71771827,Cutie,Yorkshire Terrier,Siver and Tan,Dog,1.7,Female,Dog room C,2018-09-15,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4558,2018-09-15,Moving,0,C18091268,981020029372093,Chloe,Domestic Short Hair,Calico,Cat,5.3,Female,Adoptable Cat Big Colony,2018-11-28,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4559,2018-09-15,Moving,0,C18091269,981020029372267,Nalia,Domestic Short Hair,Tortie,Cat,4.3,Female,Adoptable Cat Middle Colony,2018-10-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4560,2018-09-15,Incompatible with owner lifestyle,0,D18091270,981020029362491,Tanner,Australian Shepherd,Red,Dog,0.9,Male,Dog room B,2018-09-28,Adoption,0.0,Biting,"UU - untreatable, unmanageable",0,1,0
4561,2018-09-15,Incompatible with owner lifestyle,0,R18091271,0A82857986,George,Fancy,Tan and White,Rat,0.8,Male,Lobby,2018-09-25,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4562,2018-09-15,Incompatible with owner lifestyle,0,R18091272,0A45146461,Albus,Fancy,Buff and white,Rat,0.8,Male,Lobby,2018-09-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4563,2018-09-15,Incompatible with owner lifestyle,0,R18091273,0A54392110,Simba,Fancy,Tan and White,Rat,0.8,Male,Lobby,2018-09-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4564,2018-09-15,Incompatible with owner lifestyle,0,R18091274,0A25821760,Charlie,Fancy,White and Black,Rat,0.8,Male,Lobby,2018-09-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4565,2018-09-15,Incompatible with owner lifestyle,0,R18091275,0A45350004,Rocky,Fancy,White and Black,Rat,0.8,Male,Lobby,2018-09-25,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4566,2018-09-15,Incompatible with owner lifestyle,0,R18091276,0A11613290,Violet,Fancy,White and Black,Rat,0.8,Female,Lobby,2018-09-18,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4567,2018-09-15,Incompatible with owner lifestyle,0,R18091277,0A16612575,Dottie,Fancy,Tan and White,Rat,0.8,Female,Lobby,2018-09-20,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4568,2018-09-15,Incompatible with owner lifestyle,0,R18091278,0A47363313,Lola,Fancy,Tan and White,Rat,0.8,Female,Lobby,2018-09-18,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4569,2018-09-15,Incompatible with owner lifestyle,0,R18091279,0A48539797,Pearl,Fancy,Buff and white,Rat,0.8,Female,Lobby,2018-09-22,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4570,2018-09-15,Incompatible with owner lifestyle,0,R18091280,0A63336119,Harrison,Fancy,White and Black,Rat,1.4,Male,Lobby,2018-09-15,Adoption,0.0,Biting,Court Order/ Legal,0,0,0
4571,2018-09-15,Incompatible with owner lifestyle,0,R18091281,0A47109806,Buster,Fancy,Buff and white,Rat,0.8,Male,Lobby,2018-09-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4572,2018-09-17,Stray,0,C1809655,981020029025481,Fletcher,Domestic Short Hair,Buff and white,Cat,1.0,Male,Adoptable window colony,2018-09-26,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4573,2018-09-17,Stray,0,D1809656,981020029325326,Murry,Terrier/Mix,Grey and White,Dog,2.2,Male,Adoptable Dogs,2018-10-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4574,2018-09-17,Stray,0,D1809657,0A32548355,Duke,Labrador Retriever,Yellow,Dog,2.7,Male,Canine intake room,2018-09-17,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4575,2018-09-17,Stray,0,C18091270,981020025201126,Munchie Mike,Domestic Short Hair,Black and Brown,Cat,3.1,Male,Adoptable window colony,2018-11-03,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4576,2018-09-17,Moving,0,D18091282,982000405662518,Calypso,Labrador Retriever/Greyhound,Black,Dog,3.5,Female,Adoptable Dogs,2018-10-03,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4577,2018-09-17,Stray,0,C18091271,0A33443688,Blitzer,Domestic Short Hair,Orange and White,Cat,1.4,Unknown,Cat room C,2018-09-25,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4578,2018-09-17,Landlord issues,0,D18091283,0A66548821,Nina,German Shepherd Dog,Fawn,Dog,1.1,Female,Dog room D,2018-09-29,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4579,2018-09-17,Stray,0,C18091272,981020029313243,Bobcat,Domestic Short Hair,Black and Brown,Cat,1.3,Male,Adoptable Cat Kennels,2018-10-09,Adoption,0.0,Incompatible with owner lifestyle,Court Order/ Legal,0,0,0
4580,2018-09-17,Stray,0,C18091273,981020029370300,Shay,Domestic Short Hair,Orange,Cat,5.2,Male,Adoptable Cat Big Colony,2018-10-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4581,2018-09-17,Stray,0,C18091274,981020029387483,Penelope,Domestic Short Hair,Black and White,Cat,0.0,Female,Adoptable window colony,2018-09-25,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4582,2018-09-17,Litter relinquishment,0,C18091284,981020029365413,Clementine,Domestic Short Hair,Orange,Cat,1.1,Female,Cat room B,2018-10-05,Adoption,0.0,Return Adopt - Behavior,Court Order/ Legal,0,0,0
4583,2018-09-17,Litter relinquishment,0,C18091285,981020029385199,Rudy,Siamese/Manx,Flame Point,Cat,0.6,Male,Adoptable window colony,2018-09-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4584,2018-09-17,Litter relinquishment,0,C18091286,981020029012883,Kota,Siamese,Flame Point,Cat,0.6,Female,Adoptable window colony,2018-09-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4585,2018-09-17,Litter relinquishment,0,C18091287,981020029372971,Uma,Siamese/Domestic Long Hair,Lynx point,Cat,0.6,Female,Adoptable window colony,2018-09-22,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4586,2018-09-18,Stray,0,C18091275,985113000381798,Buffy,Siberian,Dilute tortoiseshell,Cat,4.2,Female,Cat room B,2018-09-18,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4587,2018-09-18,Stray,0,H18091276,0A35224413,Hopper,Lilac,Lilac,House Rabbit,1.8,Male,Small Animal room,2018-10-06,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4588,2018-09-18,Stray,0,C18091277,981020025203199,Angela Chase,Snowshoe/Mix,Lynx point,Cat,0.0,Female,Adoptable Cat Glass Colony,2018-09-21,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4589,2018-09-18,Stray,0,C18091278,0A81127692,Fire,Domestic Short Hair,Black and White,Cat,0.0,Female,Feline intake room,2018-09-21,Foster,0.0,Stray,Died in care,0,0,0
4590,2018-09-18,Stray,0,C18091279,981020029362219,Mother Teresa,Domestic Short Hair,Tortie,Cat,6.2,Female,Adoptable Cat Big Colony,2018-09-29,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4591,2018-09-18,Stray,0,D18091280,985112010321024,Lucy,Terrier/Mix,Black,Dog,2.7,Female,Dog room C,2018-09-18,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4592,2018-09-18,Stray,0,C18091281,981020029339632,Jack,Domestic Short Hair,Orange,Cat,1.9,Male,Adoptable Cat Middle Colony,2018-10-15,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4593,2018-09-18,Biting,0,D18091284,981020029329141,Pony,Beagle/Mix,White and Brown,Dog,1.1,Male,Dog room Isolation,2018-10-14,Adoption,0.0,Biting,"UU - untreatable, unmanageable",0,1,0
4594,2018-09-19,Stray,0,D18091285,981020029380954,Sweetheart,Bully Breed Mix,Grey,Dog,2.7,Female,Adoptable Dogs,2018-10-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4595,2018-09-19,Abandoned,0,D1809658,981020029369235,UTAH,Setter/Mix,Black,Dog,2.8,Female,Dog room D,2018-09-20,Reclaimed,0.0,Unsuitable Accommodation,Court Order/ Legal,0,0,0
4596,2018-09-19,Stray,0,D18091286,981020029365935,Maverick,Labrador Retriever/Mix,Cream,Dog,0.9,Male,Adoptable Dogs,2018-09-27,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4597,2018-09-19,Stray,0,D18091287,981020029345161,Sun,Spaniel/Mix,Black,Dog,1.1,Male,Adoptable Dogs,2018-10-03,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4598,2018-09-20,Police Assist,0,C18091289,981020029373971,Oliver,Domestic Long Hair,Black and Brown,Cat,0.0,Male,Adoptable window colony,2018-10-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4599,2018-09-20,Stray,0,C18091290,981020029353931,Trill,Domestic Short Hair,Tortie,Cat,0.6,Female,Adoptable window colony,2018-10-14,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4600,2018-09-20,Litter relinquishment,0,C18091291,981020029320401,Fluttershy,Domestic Short Hair,Tortie,Cat,0.0,Female,Adoptable Cat Small Colony,2018-09-21,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4601,2018-09-20,Litter relinquishment,0,C18091292,981020029349343,Twilight Sparkle,Domestic Short Hair,Black,Cat,0.9,Female,Adoptable Cat Small Colony,2018-09-21,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4602,2018-09-20,Litter relinquishment,0,C18091293,981020029329152,Spike,Domestic Short Hair,Black,Cat,0.0,Male,Adoptable Cat Small Colony,2018-09-21,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4603,2018-09-20,Litter relinquishment,0,C18091294,981020029327211,Sweetie Belle,Domestic Short Hair,Black,Cat,0.0,Female,Adoptable Cat Small Colony,2018-09-21,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4604,2018-09-20,Stray,0,D18091291,0A60596240,Kaos,Bully Breed Mix,White and Grey,Dog,2.7,Male,Dog room A,2018-09-21,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4605,2018-09-21,Stray,0,D1809659,981020029352563,Roxanne,Bull Terrier,Blue,Dog,2.6,Female,Adoptable Dogs,2018-10-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4606,2018-09-21,Stray,0,D18091292,0A99724383,Tiger,Terrier,Brindle,Dog,5.2,Male,Canine intake room,2018-09-21,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4607,2018-09-21,Stray,0,D18091293,0A93379853,Steve,"Poodle, Miniature",Grey,Dog,15.2,Male,Dog room A,2018-09-24,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4608,2018-09-21,Stray,0,C18091295,981020029337894,Opie,Domestic Short Hair,White,Cat,0.7,Male,Adoptable Cat Small Colony,2019-01-18,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4609,2018-09-21,Stray,0,C18091296,981020025218013,Harville,Domestic Short Hair,Black and grey,Cat,0.0,Male,Adoptable Cat Glass Colony,2018-09-28,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4610,2018-09-21,Landlord issues,0,D18091295,981020029025945,Laila Mum,Labrador Retriever/Hound,White and Black,Dog,0.7,Female,Adoptable Dogs,2018-09-25,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4611,2018-09-21,Stray,0,C18091299,0A22358493,Delores,Domestic Short Hair,Grey and White,Cat,0.8,Female,Cat room B,2018-09-29,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4612,2018-09-21,Stray,0,C1809660,981020025646467,Dalia,Domestic Medium Hair,Torbie,Cat,0.0,Female,Lobby,2018-10-02,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4613,2018-09-22,Stray,0,D1809661,985112009863667,Jeffro,Bully Breed Mix,Black,Dog,2.7,Male,Adoptable Dogs,2018-10-13,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4614,2018-09-22,Stray,0,D18091297,0A121F694B,Milo,Hound,"Brown, Black and White",Dog,14.2,Male,Dog room B,2018-09-22,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4615,2018-09-22,Stray,0,C18091298,981020029370868,Koopa Copter,Domestic Short Hair,Grey,Cat,4.6,Female,Cat room A,2018-09-29,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4616,2018-09-22,Landlord issues,0,C18091300,981020029352268,Daisy Mae,Balinese/Domestic Medium Hair,Tortie Point,Cat,1.2,Female,Adoptable window colony,2018-10-27,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4617,2018-09-22,Landlord issues,0,C18091301,981020029313090,Simon,Domestic Short Hair,White and Orange,Cat,3.2,Male,Adoptable window colony,2018-10-27,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4618,2018-09-22,Incompatible with owner lifestyle,0,D18091302,981020029315282,Amon,"Scottish Terrier/Schnauzer, Miniature",Brown and Black,Dog,1.2,Male,Adoptable Dogs,2018-09-29,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4619,2018-09-22,Landlord issues,0,C18091303,982126053303712,Laurel,Domestic Medium Hair,Black and Brown,Cat,0.0,Female,Feline intake room,2018-09-24,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4620,2018-09-22,Stray,0,D1809662,981020029346333,Lightning,Bully Breed Mix/Mix,Black,Dog,2.3,Female,Adoptable Dogs,2018-10-29,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4621,2018-09-23,Stray,0,D18091299,981020025200108,Weenie,Papillon/Mix,Black and White,Dog,8.9,Male,Canine intake room,2018-09-24,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4622,2018-09-23,TNR - Trap/Neuter/Release,0,C18091302,0A98226398,Nala,Domestic Short Hair,Tabbico,Cat,0.0,Female,Feline intake room,2018-09-24,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4623,2018-09-24,Stray,0,D18091309,073316622,Mr. Pugglesworth,Pug,Fawn,Dog,10.2,Male,Dog room A,2018-09-26,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4624,2018-09-24,Stray,0,C18091305,981020029316944,Ki,Domestic Short Hair,Orange,Cat,1.1,Male,Adoptable Cat Big Colony,2019-01-17,Adoption,0.0,Incompatible with owner lifestyle,Court Order/ Legal,0,0,0
4625,2018-09-24,Litter relinquishment,0,C18091306,981020029363202,Ren,Domestic Short Hair,Grey,Cat,0.0,Male,Adoptable window colony,2018-10-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4626,2018-09-24,Litter relinquishment,0,C18091307,981020029003984,Kelsi,Domestic Short Hair,Grey,Cat,0.0,Female,Adoptable window colony,2018-09-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4627,2018-09-24,Litter relinquishment,0,C18091308,981020029070399,Kishan,Domestic Short Hair,Black,Cat,0.0,Male,Adoptable window colony,2018-10-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4628,2018-09-24,Stray,0,C18091309,981020025651577,Rambler,Siamese/Domestic Short Hair,Chocolate Point,Cat,0.0,Male,Lobby,2018-10-02,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4629,2018-09-24,Stray,0,C18091310,981020025657049,Madeline,Domestic Short Hair,Tortie,Cat,0.0,Female,Lobby,2018-10-02,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4630,2018-09-24,Stray,0,D18091311,0A18047885,Josiah,Labrador Retriever/Spaniel,Black,Dog,1.2,Male,Dog room A,2018-10-30,Foster,0.0,Stray,Died in care,0,0,0
4631,2018-09-24,Stray,0,C18091312,0A93575303,Blue,Domestic Medium Hair,Black and Brown,Cat,0.8,Male,Feline intake room,2018-09-24,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4632,2018-09-24,Stray,0,D18091313,981020029339496,Kellam,Labrador Retriever,Black,Dog,4.1,Male,Adoptable Dogs,2018-10-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4633,2018-09-24,Stray,0,D18091314,981020029346362,Sandy,Hound/Mix,Tan and White,Dog,0.7,Female,Adoptable Dogs,2018-10-11,Adoption,0.0,Moving,Court Order/ Legal,0,0,0
4634,2018-09-25,Stray,0,D18091316,981020029317854,Indy,Beagle/Mix,White and Brown,Dog,1.2,Male,Adoptable Dogs,2018-10-04,Adoption,0.0,Incompatible with owner lifestyle,Court Order/ Legal,0,0,0
4635,2018-09-25,Stray,0,D18091317,981020029316570,Juliet,Border Collie/Hound,Black and White,Dog,0.0,Female,Adoptable Dogs,2018-10-11,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4636,2018-09-25,Stray,0,D1809663,933000120072099,Abby,German Shepherd Dog/Mix,Brindle,Dog,4.8,Female,Canine intake room,2018-09-26,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4637,2018-09-25,Stray,0,D1809664,0A21935096,Daisy,German Shepherd Dog/Mix,Red,Dog,1.6,Female,Canine intake room,2018-09-26,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4638,2018-09-26,Stray,0,C18091319,981020025228187,Honey Mango,Domestic Short Hair,Orange and White,Cat,0.8,Female,Adoptable Cat Glass Colony,2018-09-28,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4639,2018-09-26,Unsuitable Accommodation,0,D18091310,981020029350920,Jax,Beagle/Basset Hound,Tricolour,Dog,3.2,Male,Dog room A,2018-10-10,Adoption,0.0,Incompatible with owner lifestyle,Court Order/ Legal,0,0,0
4640,2018-09-26,Stray,0,D1809666,981020023543480,Roxy,Bully Breed Mix,Brown and White,Dog,2.3,Female,Office,2018-09-27,Reclaimed,0.0,Unsuitable Accommodation,Court Order/ Legal,0,0,0
4641,2018-09-27,Stray,0,C,0A93569001,Frappucino,Husky,Black and grey,Dog,1.0,Female,Dog room B,2018-10-06,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4642,2018-09-27,Incompatible with owner lifestyle,0,D18091312,981020029376337,Chase,Rat Terrier/Chihuahua,Black and White,Dog,0.5,Male,Adoptable Dogs,2018-10-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4643,2018-09-27,Transfer from Other Shelter,0,D18091315,982126053257176,Baby Doll Mon Cheri,Shih Tzu/Havanese,Grey and White,Dog,1.7,Female,Adoptable Dogs,2018-09-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4644,2018-09-27,Transfer from Other Shelter,0,D18091319,982000408533287,Osoh,Labrador Retriever/Mix,White and Black,Dog,1.2,Male,Adoptable Dogs,2018-10-22,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4645,2018-09-27,Incompatible with other pets,0,C1809667,981020029369801,Stormy,Domestic Medium Hair,Grey,Cat,2.2,Female,Adoptable Cat Big Colony,2018-10-15,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4646,2018-09-27,Stray,0,C18091321,981020025221104,Zaria,Domestic Short Hair,"Brown, Black and White",Cat,1.5,Female,Adoptable Cat Big Colony,2018-11-19,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4647,2018-09-28,Stray,0,C1809668,0A20346047,Spaz,Domestic Short Hair,Dilute tortoiseshell,Cat,3.8,Female,Cat room B,2018-10-04,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4648,2018-09-28,Stray,0,C1809669,0A1329296A,Whiskey,Domestic Short Hair,Dilute tortoiseshell,Cat,7.8,Female,Cat room B,2018-10-04,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4649,2018-09-28,Incompatible with owner lifestyle,0,C18091320,981020025633101,Lady Grey,Domestic Short Hair,Grey,Cat,2.6,Female,Lobby,2018-11-21,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4650,2018-09-28,Incompatible with owner lifestyle,0,C18091322,981020009309210,"Harleyquin ""Harley""",Domestic Short Hair,Black and White,Cat,6.2,Female,Adoptable Cat Middle Colony,2018-10-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4651,2018-09-28,Incompatible with other pets,0,C18091323,0A10900706,Joan,Domestic Short Hair,Dilute calico,Cat,2.1,Female,Feline intake room,2018-10-02,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4652,2018-09-28,Owner Deceased,0,D18091324,0A64479634,Lucky,Labrador Retriever/Beagle,Black,Dog,13.1,Male,Dog room B,2018-10-03,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4653,2018-09-28,Owner Deceased,0,C18091325,981020029352996,Jazzy,Domestic Short Hair,Grey and White,Cat,5.3,Female,Adoptable Cat Kennels,2018-10-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4654,2018-09-28,Sick/Injured,0,W1809024,0A83218989,Injured Bunny,Rabbit,Brown,Wildlife,33.1,Unknown,Office,2018-09-28,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
4655,2018-09-28,Owner Deceased,0,C1809670,981020029349081,Caroline,Domestic Medium Hair/Manx,Torbie,Cat,3.2,Female,Adoptable Cat Small Colony,2019-01-24,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4656,2018-09-28,Owner Deceased,0,C1809671,981020029323910,Teresa,Domestic Medium Hair,Grey,Cat,2.3,Female,Adoptable Cat Small Colony,2019-02-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4657,2018-09-28,Owner Deceased,0,C1809672,981020029334051,Warba,Domestic Medium Hair,Grey,Cat,1.2,Female,Adoptable Cat Small Colony,2019-02-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4658,2018-09-28,Owner Deceased,0,C1809673,981020029330998,Weetie,Domestic Medium Hair,Grey,Cat,1.2,Male,Adoptable Cat Big Colony,2018-12-16,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
4659,2018-09-28,Stray,0,P1809674,0A79092727,Gilbert,Domestic,White,Pig,1.1,Male,Adoptable Dogs,2018-09-28,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4660,2018-09-28,Stray,0,C18091324,981020027298914,Fluff,Domestic Short Hair,Grey,Cat,28.6,Unknown,Feline intake room,2018-09-28,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
4661,2018-09-28,Unable to Afford,0,C18091327,981020029704382,Sissy,Domestic Short Hair,Calico,Cat,5.2,Female,Adoptable Cat Big Colony,2018-09-29,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4662,2018-09-28,Unable to Afford,0,C18091328,981020029711639,Cookie calico,Domestic Short Hair,Calico,Cat,0.0,Female,Adoptable Cat Kennels,2018-09-29,Foster,0.0,Stray,Court Order/ Legal,0,0,0
4663,2018-09-28,Unable to Afford,0,C18091329,981020029732381,Cake,Domestic Short Hair,Orange and White,Cat,0.0,Female,Adoptable Cat Kennels,2018-09-29,Foster,0.0,Stray,Court Order/ Legal,0,0,0
